,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2464838,1031,2020-10-07 20:27:24.1730,2020-10-07 20:44:35.6060,340,Madison St & Clinton St,40.71269042,-73.98776323,426,West St & Chambers St,40.71754834,-74.01322069,37078,Subscriber,1999,1
2466386,700,2020-10-07 20:56:22.4340,2020-10-07 21:08:03.2190,426,West St & Chambers St,40.71754834,-74.01322069,405,Washington St & Gansevoort St,40.739323,-74.008119,37078,Customer,1969,0
2468660,1596,2020-10-07 22:01:20.9500,2020-10-07 22:27:57.4880,405,Washington St & Gansevoort St,40.739323,-74.008119,144,Nassau St & Navy St,40.69839895,-73.98068914,37078,Subscriber,1991,1
2475396,262,2020-10-08 06:47:41.0190,2020-10-08 06:52:03.4790,144,Nassau St & Navy St,40.69839895,-73.98068914,239,Willoughby St & Fleet St,40.69196566,-73.9813018,37078,Customer,1993,1
2477773,289,2020-10-08 07:33:11.3690,2020-10-08 07:38:00.8300,239,Willoughby St & Fleet St,40.69196566,-73.9813018,3787,Dock 72 Way & Market St,40.69985,-73.97141,37078,Subscriber,1990,1
2505552,2734,2020-10-08 13:48:10.9690,2020-10-08 14:33:45.4960,3787,Dock 72 Way & Market St,40.69985,-73.97141,376,John St & William St,40.70862144,-74.00722156,37078,Subscriber,1993,1
2509742,761,2020-10-08 14:37:01.5530,2020-10-08 14:49:43.1810,376,John St & William St,40.70862144,-74.00722156,3298,Warren St & Court St,40.686371,-73.99383324,37078,Subscriber,2000,1
2512252,1723,2020-10-08 15:04:41.5000,2020-10-08 15:33:25.0730,3298,Warren St & Court St,40.686371,-73.99383324,526,E 33 St & 5 Ave,40.74765947,-73.98490707,37078,Subscriber,1980,1
2517651,496,2020-10-08 16:00:09.5670,2020-10-08 16:08:26.3970,526,E 33 St & 5 Ave,40.74765947,-73.98490707,383,Greenwich Ave & Charles St,40.735238,-74.000271,37078,Customer,1969,0
2521359,462,2020-10-08 16:33:42.6580,2020-10-08 16:41:25.4390,383,Greenwich Ave & Charles St,40.735238,-74.000271,442,W 27 St & 7 Ave,40.746647,-73.993915,37078,Subscriber,1977,1
2522391,905,2020-10-08 16:42:08.9850,2020-10-08 16:57:14.2580,442,W 27 St & 7 Ave,40.746647,-73.993915,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,37078,Subscriber,1982,2
2524816,1312,2020-10-08 17:01:57.6770,2020-10-08 17:23:49.7880,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,37078,Subscriber,1981,2
2529123,1381,2020-10-08 17:31:41.6660,2020-10-08 17:54:43.4710,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,37078,Customer,1993,1
2532939,1625,2020-10-08 17:57:29.5310,2020-10-08 18:24:35.4380,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,4124,Central Park W & W 91 St,40.78866499127883,-73.96680057048798,37078,Subscriber,1982,1
2540573,437,2020-10-08 18:49:18.1250,2020-10-08 18:56:35.4470,4124,Central Park W & W 91 St,40.78866499127883,-73.96680057048798,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,37078,Subscriber,1978,1
2541641,313,2020-10-08 18:58:15.1910,2020-10-08 19:03:28.2920,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3327,3 Ave & E 100 St,40.7877214,-73.94728331,37078,Customer,1969,0
2543111,1113,2020-10-08 19:11:08.0090,2020-10-08 19:29:41.9040,3327,3 Ave & E 100 St,40.7877214,-73.94728331,3926,5 Ave & W 131 St,40.81014,-73.93973,37078,Subscriber,1964,1
2545361,1637,2020-10-08 19:33:38.6170,2020-10-08 20:00:55.7470,3926,5 Ave & W 131 St,40.81014,-73.93973,4017,E 138 St & 5 Av,40.81449,-73.936153,37078,Subscriber,1994,1
2550066,1506,2020-10-08 20:47:56.4730,2020-10-08 21:13:02.6420,4017,E 138 St & 5 Av,40.81449,-73.936153,3997,5 Av & W 139 St,40.815484,-73.935856,37078,Customer,1983,1
2551220,339,2020-10-08 21:14:47.5610,2020-10-08 21:20:26.7520,3997,5 Av & W 139 St,40.815484,-73.935856,3501,E 118 St & Madison Ave,40.8014866,-73.9442507,37078,Subscriber,1996,2
2554471,62,2020-10-08 22:55:11.9740,2020-10-08 22:56:14.2560,3501,E 118 St & Madison Ave,40.8014866,-73.9442507,3501,E 118 St & Madison Ave,40.8014866,-73.9442507,37078,Subscriber,1996,2
2558133,1431,2020-10-09 06:06:58.4940,2020-10-09 06:30:50.0060,3501,E 118 St & Madison Ave,40.8014866,-73.9442507,528,2 Ave & E 31 St,40.74290902,-73.97706058,37078,Customer,1969,0
2560665,242,2020-10-09 07:20:17.0870,2020-10-09 07:24:20.0440,528,2 Ave & E 31 St,40.74290902,-73.97706058,504,1 Ave & E 16 St,40.73221853,-73.98165557,37078,Subscriber,1992,1
2561156,718,2020-10-09 07:29:27.1240,2020-10-09 07:41:25.1330,504,1 Ave & E 16 St,40.73221853,-73.98165557,385,E 55 St & 2 Ave,40.75797322,-73.96603308,37078,Subscriber,1954,1
2565821,661,2020-10-09 08:34:11.4430,2020-10-09 08:45:13.0130,385,E 55 St & 2 Ave,40.75797322,-73.96603308,2012,E 27 St & 1 Ave,40.739445,-73.976806,37078,Subscriber,1989,1
2579325,983,2020-10-09 12:00:40.7650,2020-10-09 12:17:04.5880,2012,E 27 St & 1 Ave,40.739445,-73.976806,3369,E 82 St & East End Ave,40.7724607,-73.9468208,37078,Subscriber,1984,1
2581838,317,2020-10-09 12:33:55.2460,2020-10-09 12:39:12.5870,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,37078,Subscriber,1965,1
2582363,699,2020-10-09 12:40:53.2920,2020-10-09 12:52:32.7810,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,3814,E 56 St & Madison Ave,40.761573,-73.972628,37078,Subscriber,1996,1
2587739,686,2020-10-09 13:43:21.0450,2020-10-09 13:54:47.5990,3814,E 56 St & Madison Ave,40.761573,-73.972628,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,37078,Subscriber,1978,1
2591218,275,2020-10-09 14:19:52.4250,2020-10-09 14:24:27.7460,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,3312,1 Ave & E 94 St,40.7817212,-73.94594,37078,Subscriber,1972,1
2591844,69,2020-10-09 14:26:20.2070,2020-10-09 14:27:29.7730,3312,1 Ave & E 94 St,40.7817212,-73.94594,3296,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,37078,Subscriber,1965,2
2592128,288,2020-10-09 14:29:32.1010,2020-10-09 14:34:20.3890,3296,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,37078,Subscriber,1965,2
2593632,156,2020-10-09 14:44:13.6250,2020-10-09 14:46:50.4710,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,3312,1 Ave & E 94 St,40.7817212,-73.94594,37078,Subscriber,1965,2
2596699,1575,2020-10-09 15:13:47.4480,2020-10-09 15:40:02.4700,3312,1 Ave & E 94 St,40.7817212,-73.94594,362,Broadway & W 37 St,40.75172632,-73.98753523,37078,Subscriber,1991,1
2600308,924,2020-10-09 15:47:15.5250,2020-10-09 16:02:40.3410,362,Broadway & W 37 St,40.75172632,-73.98753523,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,37078,Subscriber,1990,1
2602431,253,2020-10-09 16:06:17.9920,2020-10-09 16:10:31.4390,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,37078,Customer,2004,1
2604621,664,2020-10-09 16:23:32.3600,2020-10-09 16:34:36.8430,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3134,3 Ave & E 62 St,40.76312584,-73.96526895,37078,Subscriber,1972,2
2606931,705,2020-10-09 16:41:27.3320,2020-10-09 16:53:12.7260,3134,3 Ave & E 62 St,40.76312584,-73.96526895,472,E 32 St & Park Ave,40.7457121,-73.98194829,37078,Customer,1989,1
2830054,818,2020-10-13 06:10:06.5460,2020-10-13 06:23:45.4180,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3141,1 Ave & E 68 St,40.76500525,-73.95818491,37078,Subscriber,1973,1
2831200,270,2020-10-13 07:13:42.3360,2020-10-13 07:18:12.5370,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,37078,Subscriber,1989,1
2831516,693,2020-10-13 07:25:19.9660,2020-10-13 07:36:53.7510,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,3287,W 87 St & West End Ave,40.789622,-73.97757,37078,Subscriber,1987,2
2834324,1206,2020-10-13 08:33:39.7080,2020-10-13 08:53:46.2250,3287,W 87 St & West End Ave,40.789622,-73.97757,362,Broadway & W 37 St,40.75172632,-73.98753523,37078,Subscriber,1955,1
2835675,1620,2020-10-13 09:09:34.3570,2020-10-13 09:36:34.3900,362,Broadway & W 37 St,40.75172632,-73.98753523,3156,E 72 St & York Ave,40.76663814,-73.95348296,37078,Subscriber,1990,2
2837060,318,2020-10-13 10:07:35.1040,2020-10-13 10:12:53.4560,3156,E 72 St & York Ave,40.76663814,-73.95348296,2022,E 60 St & York Ave,40.759107,-73.959223,37078,Subscriber,1964,1
2843143,637,2020-10-13 13:31:03.8060,2020-10-13 13:41:41.6940,2022,E 60 St & York Ave,40.759107,-73.959223,4120,E 39 St & Lexington Ave,40.749498546025194,-73.97729203113158,37078,Subscriber,1975,1
2848860,712,2020-10-13 15:22:57.3530,2020-10-13 15:34:49.4830,4120,E 39 St & Lexington Ave,40.749498546025194,-73.97729203113158,487,E 20 St & FDR Drive,40.73314259,-73.97573881,37078,Subscriber,1968,1
2851035,1073,2020-10-13 15:55:00.3000,2020-10-13 16:12:53.4540,487,E 20 St & FDR Drive,40.73314259,-73.97573881,474,5 Ave & E 29 St,40.7451677,-73.98683077,37078,Customer,2003,1
2857124,434,2020-10-13 17:09:16.8000,2020-10-13 17:16:31.3630,474,5 Ave & E 29 St,40.7451677,-73.98683077,545,E 23 St & 1 Ave,40.736502,-73.97809472,37078,Subscriber,1990,1
2858339,525,2020-10-13 17:20:32.2350,2020-10-13 17:29:17.3080,545,E 23 St & 1 Ave,40.736502,-73.97809472,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,37078,Subscriber,1960,1
2861910,409,2020-10-13 17:51:53.8020,2020-10-13 17:58:43.1170,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,297,E 15 St & 3 Ave,40.734232,-73.986923,37078,Subscriber,1993,2
2866263,1136,2020-10-13 18:29:02.2480,2020-10-13 18:47:58.7460,297,E 15 St & 3 Ave,40.734232,-73.986923,514,12 Ave & W 40 St,40.76087502,-74.00277668,37078,Subscriber,1991,1
2878953,231,2020-10-13 22:06:53.1580,2020-10-13 22:10:45.1310,514,12 Ave & W 40 St,40.76087502,-74.00277668,72,W 52 St & 11 Ave,40.76727216,-73.99392888,37078,Subscriber,1978,1
2883942,287,2020-10-14 06:37:18.1490,2020-10-14 06:42:06.1160,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,37078,Subscriber,1989,1
2884515,309,2020-10-14 06:50:40.1250,2020-10-14 06:55:49.8470,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,499,Broadway & W 60 St,40.76915505,-73.98191841,37078,Subscriber,1988,1
2885162,93,2020-10-14 07:06:00.7690,2020-10-14 07:07:34.1340,499,Broadway & W 60 St,40.76915505,-73.98191841,3158,W 63 St & Broadway,40.77163851,-73.98261428,37078,Subscriber,1983,1
2888536,576,2020-10-14 07:55:48.8540,2020-10-14 08:05:25.3120,3158,W 63 St & Broadway,40.77163851,-73.98261428,485,W 37 St & 5 Ave,40.75038009,-73.98338988,37078,Subscriber,1996,2
2895963,1427,2020-10-14 09:18:02.6960,2020-10-14 09:41:50.6420,485,W 37 St & 5 Ave,40.75038009,-73.98338988,3163,Central Park West & W 68 St,40.7734066,-73.97782542,37078,Customer,1990,1
2898461,2138,2020-10-14 09:52:18.4650,2020-10-14 10:27:57.1030,3163,Central Park West & W 68 St,40.7734066,-73.97782542,478,11 Ave & W 41 St,40.76030096,-73.99884222,37078,Customer,1990,1
2900609,2664,2020-10-14 10:28:23.2290,2020-10-14 11:12:47.6850,478,11 Ave & W 41 St,40.76030096,-73.99884222,478,11 Ave & W 41 St,40.76030096,-73.99884222,37078,Customer,1990,1
2911006,1290,2020-10-14 13:01:24.4680,2020-10-14 13:22:54.8210,478,11 Ave & W 41 St,40.76030096,-73.99884222,257,Lispenard St & Broadway,40.71939226,-74.00247214,37078,Subscriber,1983,2
2914334,499,2020-10-14 13:42:53.4780,2020-10-14 13:51:12.7670,257,Lispenard St & Broadway,40.71939226,-74.00247214,410,Suffolk St & Stanton St,40.72066442,-73.98517977,37078,Subscriber,1991,1
2915611,580,2020-10-14 13:56:43.6750,2020-10-14 14:06:24.0590,410,Suffolk St & Stanton St,40.72066442,-73.98517977,250,Lafayette St & Jersey St,40.72456089,-73.99565293,37078,Customer,1999,1
2919414,215,2020-10-14 14:38:43.5290,2020-10-14 14:42:18.6080,250,Lafayette St & Jersey St,40.72456089,-73.99565293,3905,4 Ave & E 12 St,40.732647,-73.99011,37078,Subscriber,1996,1
2920199,2190,2020-10-14 14:47:01.1970,2020-10-14 15:23:31.2850,3905,4 Ave & E 12 St,40.732647,-73.99011,3396,Clinton St & 4 Place,40.6783563,-74.00014502,37078,Subscriber,1990,1
2925503,513,2020-10-14 15:40:54.4340,2020-10-14 15:49:28.2370,3396,Clinton St & 4 Place,40.6783563,-74.00014502,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,37078,Subscriber,1961,1
2928191,433,2020-10-14 16:06:04.8020,2020-10-14 16:13:18.1090,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,3382,Carroll St & Smith St,40.680611,-73.99475825,37078,Subscriber,1968,1
2932938,1255,2020-10-14 16:44:44.3390,2020-10-14 17:05:40.1270,3382,Carroll St & Smith St,40.680611,-73.99475825,278,Concord St & Bridge St,40.69766564,-73.98476437,37078,Subscriber,1973,1
2942083,1226,2020-10-14 17:45:18.6490,2020-10-14 18:05:45.1260,278,Concord St & Bridge St,40.69766564,-73.98476437,3817,Withers St & Kingsland Ave,40.71773,-73.94051,37078,Customer,1969,0
2949858,489,2020-10-14 18:31:37.8690,2020-10-14 18:39:47.0760,3817,Withers St & Kingsland Ave,40.71773,-73.94051,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,37078,Customer,1969,0
2951996,2373,2020-10-14 18:45:54.1850,2020-10-14 19:25:27.7120,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3871,Bushwick Ave & Furman Ave,40.68281,-73.90623,37078,Subscriber,1988,2
2964736,190,2020-10-14 21:23:41.9720,2020-10-14 21:26:52.4080,3871,Bushwick Ave & Furman Ave,40.68281,-73.90623,3828,Eldert St & Bushwick Ave,40.68652,-73.91321,37078,Subscriber,1998,1
3005464,1221,2020-10-15 13:58:33.4930,2020-10-15 14:18:54.8650,3828,Eldert St & Bushwick Ave,40.68652,-73.91321,3775,Suydam St & Knickerbocker Ave,40.702013,-73.923769,37078,Customer,1985,1
3009165,982,2020-10-15 14:37:25.3680,2020-10-15 14:53:48.3220,3775,Suydam St & Knickerbocker Ave,40.702013,-73.923769,3863,Central Ave & Woodbine St,40.69296,-73.91605,37078,Customer,1997,2
3013881,3159,2020-10-15 15:22:47.8900,2020-10-15 16:15:27.0060,3863,Central Ave & Woodbine St,40.69296,-73.91605,497,E 17 St & Broadway,40.73704984,-73.99009296,37078,Customer,1994,2
3042164,1828,2020-10-15 18:42:50.2050,2020-10-15 19:13:18.4960,497,E 17 St & Broadway,40.73704984,-73.99009296,3848,Suydam St & Broadway,40.69544,-73.93223,37078,Subscriber,1990,1
3047982,317,2020-10-15 19:31:38.7410,2020-10-15 19:36:56.2500,3848,Suydam St & Broadway,40.69544,-73.93223,3831,Broadway & Hancock St,40.68663,-73.9168,37078,Customer,1969,0
3049840,634,2020-10-15 19:51:56.5600,2020-10-15 20:02:30.9240,3831,Broadway & Hancock St,40.68663,-73.9168,3847,Cedar St & Evergreen Ave,40.69671,-73.92807,37078,Customer,1969,0
3051684,2361,2020-10-15 20:16:18.0200,2020-10-15 20:55:39.1700,3847,Cedar St & Evergreen Ave,40.69671,-73.92807,3847,Cedar St & Evergreen Ave,40.69671,-73.92807,37078,Customer,1969,0
3060366,539,2020-10-15 23:38:17.6250,2020-10-15 23:47:16.7500,3847,Cedar St & Evergreen Ave,40.69671,-73.92807,3893,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,37078,Customer,1969,0
3061316,530,2020-10-16 00:19:46.8840,2020-10-16 00:28:37.5110,3893,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,3821,Evergreen Ave & Noll St,40.70106,-73.93318,37078,Subscriber,1988,1
3061766,1161,2020-10-16 00:48:40.2230,2020-10-16 01:08:02.1500,3821,Evergreen Ave & Noll St,40.70106,-73.93318,3893,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,37078,Subscriber,1988,1
3068019,1709,2020-10-16 07:53:57.0680,2020-10-16 08:22:26.8650,3893,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,3469,India St & West St,40.73181401720966,-73.95995020866394,37078,Subscriber,1987,2
3072238,2080,2020-10-16 08:53:38.8970,2020-10-16 09:28:19.7800,3469,India St & West St,40.73181401720966,-73.95995020866394,3378,E 76 St & Park Ave,40.773763,-73.96222088,37078,Subscriber,1993,2
3082138,190,2020-10-16 17:39:10.5970,2020-10-16 17:42:21.4550,3378,E 76 St & Park Ave,40.773763,-73.96222088,3355,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115,37078,Subscriber,1982,1
3089818,1165,2020-10-16 21:29:52.7370,2020-10-16 21:49:17.9830,3355,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115,265,Stanton St & Chrystie St,40.72229346,-73.99147535,37078,Subscriber,1996,1
3091990,237,2020-10-17 00:47:20.5850,2020-10-17 00:51:18.3600,265,Stanton St & Chrystie St,40.72229346,-73.99147535,150,E 2 St & Avenue C,40.7208736,-73.98085795,37078,Customer,1983,1
3098682,869,2020-10-17 09:32:17.1530,2020-10-17 09:46:46.9520,150,E 2 St & Avenue C,40.7208736,-73.98085795,3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,37078,Subscriber,1989,1
3100564,567,2020-10-17 10:00:19.7490,2020-10-17 10:09:47.0430,3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,3115,India St & Manhattan Ave,40.73232194,-73.9550858,37078,Subscriber,1987,2
3101540,500,2020-10-17 10:14:40.3830,2020-10-17 10:23:01.2830,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3094,Graham Ave & Withers St,40.7169811,-73.94485918,37078,Customer,1969,0
3104767,508,2020-10-17 10:53:10.5980,2020-10-17 11:01:39.3930,3094,Graham Ave & Withers St,40.7169811,-73.94485918,389,Broadway & Berry St,40.71044554,-73.96525063,37078,Customer,1992,1
3108080,916,2020-10-17 11:26:37.8410,2020-10-17 11:41:54.5300,389,Broadway & Berry St,40.71044554,-73.96525063,3804,Front St & Jay St,40.702461,-73.986842,37078,Customer,1969,0
3119429,751,2020-10-17 13:02:15.2090,2020-10-17 13:14:46.7030,3804,Front St & Jay St,40.702461,-73.986842,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,37078,Subscriber,1964,1
3122719,1592,2020-10-17 13:26:52.8840,2020-10-17 13:53:25.5540,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,415,Pearl St & Hanover Square,40.7047177,-74.00926027,37078,Subscriber,1986,2
3127102,2772,2020-10-17 13:57:28.4580,2020-10-17 14:43:41.1320,415,Pearl St & Hanover Square,40.7047177,-74.00926027,499,Broadway & W 60 St,40.76915505,-73.98191841,37078,Subscriber,1954,2
3134289,6672,2020-10-17 14:48:47.2250,2020-10-17 16:40:00.0840,499,Broadway & W 60 St,40.76915505,-73.98191841,3137,5 Ave & E 73 St,40.77282817,-73.96685276,37078,Customer,1992,2
3150707,408,2020-10-17 16:43:41.7670,2020-10-17 16:50:30.1790,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3141,1 Ave & E 68 St,40.76500525,-73.95818491,37078,Subscriber,1987,1
3151656,823,2020-10-17 16:50:43.3750,2020-10-17 17:04:26.6470,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,37078,Subscriber,1982,1
3153592,1128,2020-10-17 17:05:22.1900,2020-10-17 17:24:10.3500,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,3995,5 Ave & E 135 St,40.812191,-73.937838,37078,Subscriber,1983,0
3158328,2137,2020-10-17 17:41:30.9760,2020-10-17 18:17:08.5730,3995,5 Ave & E 135 St,40.812191,-73.937838,423,W 54 St & 9 Ave,40.76584941,-73.98690506,37078,Subscriber,1985,2
3170171,2071,2020-10-17 19:43:50.7760,2020-10-17 20:18:22.5100,423,W 54 St & 9 Ave,40.76584941,-73.98690506,3783,Cliff St & Fulton St,40.70838,-74.00495,37078,Customer,1998,1
3172456,1221,2020-10-17 20:23:50.2450,2020-10-17 20:44:11.7690,3783,Cliff St & Fulton St,40.70838,-74.00495,368,Carmine St & 6 Ave,40.73038599,-74.00214988,37078,Customer,1999,1
3173446,886,2020-10-17 20:44:38.2690,2020-10-17 20:59:25.0640,368,Carmine St & 6 Ave,40.73038599,-74.00214988,445,E 10 St & Avenue A,40.72740794,-73.98142006,37078,Subscriber,1991,2
3174202,1371,2020-10-17 21:01:33.6660,2020-10-17 21:24:25.6100,445,E 10 St & Avenue A,40.72740794,-73.98142006,307,Canal St & Rutgers St,40.71427487,-73.98990025,37078,Subscriber,2000,1
3175697,392,2020-10-17 21:43:02.3920,2020-10-17 21:49:35.2910,307,Canal St & Rutgers St,40.71427487,-73.98990025,146,Hudson St & Reade St,40.71625008,-74.0091059,37078,Subscriber,1969,2
3178003,780,2020-10-17 22:53:01.7710,2020-10-17 23:06:01.8590,146,Hudson St & Reade St,40.71625008,-74.0091059,383,Greenwich Ave & Charles St,40.735238,-74.000271,37078,Subscriber,1986,1
3179380,267,2020-10-17 23:39:46.6520,2020-10-17 23:44:13.9400,383,Greenwich Ave & Charles St,40.735238,-74.000271,453,W 22 St & 8 Ave,40.74475148,-73.99915362,37078,Customer,1969,0
3179685,977,2020-10-17 23:50:41.1240,2020-10-18 00:06:59.0480,453,W 22 St & 8 Ave,40.74475148,-73.99915362,3177,W 84 St & Broadway,40.7867947,-73.977112,37078,Subscriber,1989,1
3181729,817,2020-10-18 01:26:06.4490,2020-10-18 01:39:44.2010,3177,W 84 St & Broadway,40.7867947,-73.977112,450,W 49 St & 8 Ave,40.76227205,-73.98788205,37078,Subscriber,1990,1
3182403,2854,2020-10-18 02:18:32.5410,2020-10-18 03:06:07.1750,450,W 49 St & 8 Ave,40.76227205,-73.98788205,426,West St & Chambers St,40.71754834,-74.01322069,37078,Subscriber,1996,1
3182823,1217,2020-10-18 03:16:50.0880,2020-10-18 03:37:07.7220,426,West St & Chambers St,40.71754834,-74.01322069,405,Washington St & Gansevoort St,40.739323,-74.008119,37078,Subscriber,1991,1
3184362,464,2020-10-18 07:44:51.0130,2020-10-18 07:52:35.6680,405,Washington St & Gansevoort St,40.739323,-74.008119,3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,37078,Subscriber,1985,2
3185379,1577,2020-10-18 08:32:02.5290,2020-10-18 08:58:19.5910,3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,37078,Customer,1999,1
3190013,538,2020-10-18 10:15:37.1500,2020-10-18 10:24:35.2840,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,37078,Subscriber,1991,2
3212916,1422,2020-10-18 14:00:31.0890,2020-10-18 14:24:13.1210,3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,37078,Customer,1969,0
3215960,1020,2020-10-18 14:25:21.3930,2020-10-18 14:42:21.8440,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,3768,Waterbury St & Stagg St,40.71019,-73.93734,37078,Subscriber,1995,1
3220622,1674,2020-10-18 15:03:51.9100,2020-10-18 15:31:46.8150,3768,Waterbury St & Stagg St,40.71019,-73.93734,317,E 6 St & Avenue B,40.72453734,-73.98185424,37078,Customer,1994,2
3225137,1366,2020-10-18 15:41:16.4990,2020-10-18 16:04:02.5250,317,E 6 St & Avenue B,40.72453734,-73.98185424,3907,Central Ave & Melrose St,40.70112,-73.93039,37078,Subscriber,1995,2
3228529,701,2020-10-18 16:09:00.3490,2020-10-18 16:20:41.9780,3907,Central Ave & Melrose St,40.70112,-73.93039,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,37078,Customer,1969,0
3231116,626,2020-10-18 16:30:25.3760,2020-10-18 16:40:52.3730,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,410,Suffolk St & Stanton St,40.72066442,-73.98517977,37078,Subscriber,1984,1
3232974,1076,2020-10-18 16:45:18.6880,2020-10-18 17:03:14.8120,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,37078,Subscriber,1972,1
3238522,636,2020-10-18 17:32:11.2810,2020-10-18 17:42:47.7500,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,435,W 21 St & 6 Ave,40.74173969,-73.99415556,37078,Customer,1990,1
3240375,966,2020-10-18 17:48:55.7170,2020-10-18 18:05:02.3110,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3699,W 50 St & 9 Ave,40.763604677958625,-73.98917958140373,37078,Subscriber,1975,1
3242625,536,2020-10-18 18:10:14.2480,2020-10-18 18:19:10.6910,3699,W 50 St & 9 Ave,40.763604677958625,-73.98917958140373,495,W 47 St & 10 Ave,40.76269882,-73.99301222,37078,Subscriber,1985,1
3246020,3067,2020-10-18 18:47:28.2640,2020-10-18 19:38:35.8860,495,W 47 St & 10 Ave,40.76269882,-73.99301222,515,W 43 St & 10 Ave,40.76009437,-73.99461843,37078,Subscriber,1987,2
3250863,1139,2020-10-18 20:08:03.4270,2020-10-18 20:27:03.1740,515,W 43 St & 10 Ave,40.76009437,-73.99461843,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,37078,Customer,1969,0
3252463,380,2020-10-18 20:47:17.8260,2020-10-18 20:53:38.4590,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,37078,Subscriber,1978,1
3254650,335,2020-10-18 21:59:49.9860,2020-10-18 22:05:25.0770,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,37078,Subscriber,1978,1
3254863,546,2020-10-18 22:08:01.7030,2020-10-18 22:17:07.9770,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,3400,E 110 St & Madison Ave,40.7961535,-73.94782145,37078,Subscriber,1977,2
